PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
1849800,Interleukin-4,IgG,"Interleukin-4 (IL-4) acts directly on purified human peripheral blood B cells cultured in the presence of Epstein-Barr virus (EBV) to induce IgE secretion and to enhance the secretion of IgG and IgM. Interferon-gamma (IFN-gamma) inhibits IgE secretion in this system, without affecting the secretion of the other Ig isotypes.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1849800,Interleukin-4,IgM. Interferon-gamma,"Interleukin-4 (IL-4) acts directly on purified human peripheral blood B cells cultured in the presence of Epstein-Barr virus (EBV) to induce IgE secretion and to enhance the secretion of IgG and IgM. Interferon-gamma (IFN-gamma) inhibits IgE secretion in this system, without affecting the secretion of the other Ig isotypes.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1856209,Interleukin-8,activating cytokine,"Interleukin-8 (IL-8) is a newly described leukocyte chemotactic and activating cytokine that belongs to the novel family of inflammatory cytokines whose genes locate on human chromosome 4, q12-21 region.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1856209,Interleukin-8,inflammatory cytokines,"Interleukin-8 (IL-8) is a newly described leukocyte chemotactic and activating cytokine that belongs to the novel family of inflammatory cytokines whose genes locate on human chromosome 4, q12-21 region.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1856209,Interleukin-8,leukocyte chemotactic,"Interleukin-8 (IL-8) is a newly described leukocyte chemotactic and activating cytokine that belongs to the novel family of inflammatory cytokines whose genes locate on human chromosome 4, q12-21 region.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1860332,Tumor necrosis factor,endotoxin,Tumor necrosis factor (TNF) has been implicated as a major humoral mediator of sepsis and endotoxin shock.,Association,Association,Association,Association,ENCODER_ENSEMBLE
1864379,Interleukin-4,Mutant proteins,Mutant proteins (muteins) of human Interleukin-4 (IL4) were constructed by means of in vitro mutagenesis.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1864379,Interleukin-4,muteins,Mutant proteins (muteins) of human Interleukin-4 (IL4) were constructed by means of in vitro mutagenesis.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1866079,Interleukin-6,acute-phase proteins,Interleukin-6 (Il-6) has a complex spectrum of biological activities (growth and differentiation of B cells and synthesis of acute-phase proteins by liver).,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1868469,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a cytokine produced by monocytes and other cells with selective cytolytic activity against some but not all tumor cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1873220,Granulocyte-macrophage colony-stimulating factor,multifunctional haematopoietin,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a multifunctional haematopoietin which can promote production of several blood cell lineages, though the predominant target cells are neutrophils, monocytes, and their precursors.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1873357,Interleukin-1 beta,IL-1 alpha,"Interleukin-1 beta (IL-1 beta) and several other cytokines, including IL-1 alpha, tumor necrosis factor (TNF), and lymphotoxin, stimulate bone resorption and also inhibit bone formation in vitro.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1873357,Interleukin-1 beta,TNF,"Interleukin-1 beta (IL-1 beta) and several other cytokines, including IL-1 alpha, tumor necrosis factor (TNF), and lymphotoxin, stimulate bone resorption and also inhibit bone formation in vitro.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1873357,Interleukin-1 beta,cytokines,"Interleukin-1 beta (IL-1 beta) and several other cytokines, including IL-1 alpha, tumor necrosis factor (TNF), and lymphotoxin, stimulate bone resorption and also inhibit bone formation in vitro.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1873357,Interleukin-1 beta,tumor necrosis factor,"Interleukin-1 beta (IL-1 beta) and several other cytokines, including IL-1 alpha, tumor necrosis factor (TNF), and lymphotoxin, stimulate bone resorption and also inhibit bone formation in vitro.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1875432,Tumor necrosis factor,cytokine mediator,Tumor necrosis factor (TNF) is a potent cytokine mediator of the shock states associated with sepsis and burn injury.,Association,Association,Association,Association,ENCODER_ENSEMBLE
1888173,Interleukin-2,sIL-2R,"Pleural fluid and serum soluble Interleukin-2 receptors (sIL-2R) were measured by an enzyme-immunoassay in 13 patients with tuberculous pleurisy, in 28 patients with carcinomatous pleurisy and in 17 transudates from patients with congestive heart failure.",Association,Association,Association,Association,ENCODER_ENSEMBLE
1891716,Interleukin-8,inflammatory cytokine,"Interleukin-8 (IL-8) is an inflammatory cytokine that activates neutrophil chemotaxis, degranulation, and the respiratory burst.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1901829,Interleukin-4,cytokine,Interleukin-4 (IL-4) is a cytokine secreted by interleukin-2 (IL-2)-activated lymphocytes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1901829,Interleukin-4,interleukin-2,Interleukin-4 (IL-4) is a cytokine secreted by interleukin-2 (IL-2)-activated lymphocytes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1901940,Interleukin-6,LIF,"Interleukin-6 (IL-6) and leukemia inhibitory factor (LIF), two multifunctional cytokines, recently have been identified as physiological inducers of hematopoietic cell differentiation which also induce terminal differentiation and growth arrest of the myeloblastic leukemic M1 cell line.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1901940,Interleukin-6,leukemia inhibitory factor,"Interleukin-6 (IL-6) and leukemia inhibitory factor (LIF), two multifunctional cytokines, recently have been identified as physiological inducers of hematopoietic cell differentiation which also induce terminal differentiation and growth arrest of the myeloblastic leukemic M1 cell line.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1901940,Interleukin-6,multifunctional cytokines,"Interleukin-6 (IL-6) and leukemia inhibitory factor (LIF), two multifunctional cytokines, recently have been identified as physiological inducers of hematopoietic cell differentiation which also induce terminal differentiation and growth arrest of the myeloblastic leukemic M1 cell line.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1903142,Tumor necrosis factor,cytokines,"Tumor necrosis factor (TNF) and interferon-gamma (IFN-gamma) are immune-modulating cytokines that exert synergistic cytotoxic effects in several types of tumor cells, including ASPC-1 human pancreatic carcinoma cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1903142,Tumor necrosis factor,interferon-gamma,"Tumor necrosis factor (TNF) and interferon-gamma (IFN-gamma) are immune-modulating cytokines that exert synergistic cytotoxic effects in several types of tumor cells, including ASPC-1 human pancreatic carcinoma cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1903893,Interleukin-1 beta,lymphokines,"Interleukin-1 beta (IL-1 beta), one of the polypeptide lymphokines released in response to antigen, toxins, injury or inflammation by nearly all cell types, has multiple systemic effects.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1907694,Interleukin-2,IL-2R,Interleukin-2 receptor expression (IL-2R) on monocytes and alveolar macrophages (AM) was determined in patients with sarcoidosis and pulmonary tuberculosis.,Association,Association,Association,Association,ENCODER_ENSEMBLE
1908321,Interleukin-2,Friend virus complex,"The effects of split low-dose total-body irradiation (TBI; 150 cGy) on production of interferon (IFN)-gamma and Interleukin-2 (IL-2) and on the growth characteristics of erythroid progenitor cells (BFU-E) have been assessed in normal mice, normal mice receiving TBI only, mice infected with the polycythemia-inducing strain of the Friend virus complex (FVC-P), and FVC-P infected mice receiving 150 cGy TBI on days 5 and 12.",Positive_regulation,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1908321,Interleukin-2,interferon (IFN)-gamma,"The effects of split low-dose total-body irradiation (TBI; 150 cGy) on production of interferon (IFN)-gamma and Interleukin-2 (IL-2) and on the growth characteristics of erythroid progenitor cells (BFU-E) have been assessed in normal mice, normal mice receiving TBI only, mice infected with the polycythemia-inducing strain of the Friend virus complex (FVC-P), and FVC-P infected mice receiving 150 cGy TBI on days 5 and 12.",Positive_regulation,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1912557,Interleukin-4,T-cell-derived cytokine,"Interleukin-4 (IL-4) is a T-cell-derived cytokine that regulates induction of proliferation of resting B cells and acts on various other immunocompetent cells, such as monocytes/macrophages and mast cells, as well as hematopoietic progenitor cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1917945,Interleukin-4,cytokine,Interleukin-4 (IL-4) is a cytokine that expresses its biological effects by binding to specific membrane receptors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1917945,Interleukin-4,membrane receptors,Interleukin-4 (IL-4) is a cytokine that expresses its biological effects by binding to specific membrane receptors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1947669,Interleukin-6,Polyclonal antibodies,Polyclonal antibodies were raised in rabbits against Interleukin-6 (IL-6) by immunisation with a synthetic peptide of identical sequence to the amino terminal 12 amino acids of human IL-6.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1947669,Interleukin-6,amino terminal 12 amino acids,Polyclonal antibodies were raised in rabbits against Interleukin-6 (IL-6) by immunisation with a synthetic peptide of identical sequence to the amino terminal 12 amino acids of human IL-6.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1947669,Interleukin-6,human IL-6,Polyclonal antibodies were raised in rabbits against Interleukin-6 (IL-6) by immunisation with a synthetic peptide of identical sequence to the amino terminal 12 amino acids of human IL-6.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1948049,Interleukin-4,IgG1,"Interleukin-4 (IL-4) promotes the growth and differentiation of many hematopoietic cells in vitro; in particular, it directs the immunoglobulin (Ig) class switch to IgG1 and IgE. Mice homozygous for a mutation that inactivates the IL-4 gene were generated to test the requirement for IL-4 in vivo.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
1961022,Tumor necrosis factor,hematopoietic growth factor genes,Tumor necrosis factor alpha (TNF-alpha) has been previously shown to modulate the expression of hematopoietic growth factor genes in monocytes and other mesenchymal cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1966549,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a cytokine with a wide range of biological activities in inflammatory and immunologic responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1976093,Interleukin-6,inflammatory cytokine,Interleukin-6 (IL-6) is an inflammatory cytokine that stimulates T-cell activation and B-cell differentiation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1987084,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a cytokine which mediates endotoxin shock and causes multiple organ damage.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1989787,Interleukin-2,IL-2R-alpha,"Interleukin-2 receptor, the complex of IL-2R-alpha and/or IL-2R-beta, is expressed mainly on T-lymphocytes, and the soluble form of IL-2R-alpha (sIL-2R-alpha) has been reported to be detected in the serum of patients with lymphoproliferative disorders or disease characterized by the cellular immune reaction.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1991163,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine that plays an important role in the megakaryocytic differentiation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1991984,Interleukin-1 beta,IL-1 alpha,"The effects of recombinant human Interleukin-1 alpha (IL-1 alpha), Interleukin-1 beta (IL-1 beta), and Tumor Necrosis Factor-alpha (TNF-alpha) on collagen biosynthesis were studied in vitro using dermal fibroblast cultures.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1991984,Interleukin-1 beta,TNF-alpha,"The effects of recombinant human Interleukin-1 alpha (IL-1 alpha), Interleukin-1 beta (IL-1 beta), and Tumor Necrosis Factor-alpha (TNF-alpha) on collagen biosynthesis were studied in vitro using dermal fibroblast cultures.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1991984,Interleukin-1 beta,Tumor Necrosis Factor-alpha,"The effects of recombinant human Interleukin-1 alpha (IL-1 alpha), Interleukin-1 beta (IL-1 beta), and Tumor Necrosis Factor-alpha (TNF-alpha) on collagen biosynthesis were studied in vitro using dermal fibroblast cultures.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1991984,Interleukin-1 beta,collagen,"The effects of recombinant human Interleukin-1 alpha (IL-1 alpha), Interleukin-1 beta (IL-1 beta), and Tumor Necrosis Factor-alpha (TNF-alpha) on collagen biosynthesis were studied in vitro using dermal fibroblast cultures.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1991984,Interleukin-1 beta,recombinant human Interleukin-1 alpha,"The effects of recombinant human Interleukin-1 alpha (IL-1 alpha), Interleukin-1 beta (IL-1 beta), and Tumor Necrosis Factor-alpha (TNF-alpha) on collagen biosynthesis were studied in vitro using dermal fibroblast cultures.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1992817,Tumor necrosis factor,IL-6,Tumor necrosis factor (TNF) and interleukin 6 (IL-6) are purported to be important mediators of inflammatory responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1992817,Tumor necrosis factor,interleukin 6,Tumor necrosis factor (TNF) and interleukin 6 (IL-6) are purported to be important mediators of inflammatory responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
1998956,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a cytokine with pleiotropic biological and antitumor effects in vitro and in mouse models.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2001072,Tumor necrosis factor,IL-1,"Tumor necrosis factor alpha (TNF) and interleukin-1 (IL-1) production by alveolar macrophages (AM) was evaluated in 17 rheumatoid arthritis (RA) patients without interstitial lung disease (ILD, Group 1) and 14 RA patients with clinical ILD (Group 2) in comparison with 10 control subjects.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2001072,Tumor necrosis factor,interleukin-1,"Tumor necrosis factor alpha (TNF) and interleukin-1 (IL-1) production by alveolar macrophages (AM) was evaluated in 17 rheumatoid arthritis (RA) patients without interstitial lung disease (ILD, Group 1) and 14 RA patients with clinical ILD (Group 2) in comparison with 10 control subjects.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2002430,Interleukin-1 beta,IL-1,Interleukin-1 beta (IL-1 beta) is the predominant form of IL-1 produced by macrophages.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2005129,Granulocyte-macrophage colony-stimulating factor,pleiotropic hematopoietic growth factor,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a pleiotropic hematopoietic growth factor that induces both growth and differentiation of tissue macrophages.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2006138,Interleukin-2,lymphokines,"Interleukin-2 (IL-2) is a representative of a growing family of small proteins termed lymphokines which are responsible for mediating cell differentiation, growth and function in the immune system.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2010173,Tumor necrosis factor,cytokines,Tumor necrosis factor and other cytokines mediate the body's response to infection and inflammation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2025577,Interleukin-6,Il-1,Interleukin-1 (Il-1) and Interleukin-6 (Il-6) have been reported to enhance the growth factor dependent colony formation of normal primitive haematopoietic progenitor cells as well as of leukaemic blast-cell progenitors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2025577,Interleukin-6,Il-6,Interleukin-1 (Il-1) and Interleukin-6 (Il-6) have been reported to enhance the growth factor dependent colony formation of normal primitive haematopoietic progenitor cells as well as of leukaemic blast-cell progenitors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2025577,Interleukin-6,Interleukin-1,Interleukin-1 (Il-1) and Interleukin-6 (Il-6) have been reported to enhance the growth factor dependent colony formation of normal primitive haematopoietic progenitor cells as well as of leukaemic blast-cell progenitors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2026475,Interleukin-1 beta,carbonyl-iron,Interleukin-1 beta (IL-1 beta) release from human peripheral blood monocytes during the incubation with carbonyl-iron or sheep red blood cells was investigated.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2031968,Interleukin-6,multifunctional cytokine,Interleukin-6 (IL-6) is a multifunctional cytokine involved in the regulation of the terminal differentiation pathway of B lymphocytes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2032172,Interleukin-2,OKT4,"The relative number of peripheral blood T-lymphocyte and its subsets, identified by monoclonal antibodies OKT3, OKT4 and OKT8, and Interleukin-2 (IL-2) were assessed in burn patients by means of indirect immunofluorescence and microassay CTLL-2 3H-TdR incorporation techniques.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2032172,Interleukin-2,monoclonal antibodies OKT3,"The relative number of peripheral blood T-lymphocyte and its subsets, identified by monoclonal antibodies OKT3, OKT4 and OKT8, and Interleukin-2 (IL-2) were assessed in burn patients by means of indirect immunofluorescence and microassay CTLL-2 3H-TdR incorporation techniques.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2035702,Tumor necrosis factor,cachectin,Tumor necrosis factor (TNF) or cachectin has been proposed as an important mediator of cancer anorexia and cachexia.,Association,Association,Association,Association,ENCODER_ENSEMBLE
2038186,Tumor necrosis factor,superoxide dismutase,"Tumor necrosis factor (TNF) facilitates superoxide production, and spin traps may detoxify superoxide by acting as superoxide dismutase mimics.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2040686,Tumor necrosis factor,IL-1,Tumor necrosis factor (TNF) and IL-1 are thought to mediate many of the pathophysiologic changes of endotoxemia and Gram-negative bacteremia.,Association,Association,Association,Association,ENCODER_ENSEMBLE
2040697,Interleukin-4,mast cell-derived cytokine,"Interleukin-4 is a T lymphocyte- and mast cell-derived cytokine with pleiotropic properties with biological effects on a variety of target cells including B and T lymphocytes, macrophages, hematopoietic cells, mast cells, and fibroblasts.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2056127,Tumor necrosis factor,endotoxin,Tumor necrosis factor (TNF) is a peptide secreted by macrophages in response to endotoxin that can produce many of the changes seen in septic shock.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2056189,Interleukin-6,multifunctional inflammatory cytokine,Interleukin-6 (IL-6) is a multifunctional inflammatory cytokine that is produced by monocytes and keratinocytes upon stimulation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2064127,Tumor necrosis factor,TNF alpha,Tumor necrosis factor alpha (TNF alpha) is a monokine released in response to endotoxin and has been suggested as a primary mediator of endotoxic shock.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2075380,Interleukin-2,IL-2R,"Interleukin-2 (IL-2), soluble interleukin-2 receptor (IL-2R) and tumor necrosis factor (TNF) have been measured in sera from 47 patients affected by classic rheumatoid arthritis (RA) using an enzyme-linked immunosorbent assay.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2075380,Interleukin-2,TNF,"Interleukin-2 (IL-2), soluble interleukin-2 receptor (IL-2R) and tumor necrosis factor (TNF) have been measured in sera from 47 patients affected by classic rheumatoid arthritis (RA) using an enzyme-linked immunosorbent assay.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2075380,Interleukin-2,interleukin-2 receptor,"Interleukin-2 (IL-2), soluble interleukin-2 receptor (IL-2R) and tumor necrosis factor (TNF) have been measured in sera from 47 patients affected by classic rheumatoid arthritis (RA) using an enzyme-linked immunosorbent assay.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2075380,Interleukin-2,tumor necrosis factor,"Interleukin-2 (IL-2), soluble interleukin-2 receptor (IL-2R) and tumor necrosis factor (TNF) have been measured in sera from 47 patients affected by classic rheumatoid arthritis (RA) using an enzyme-linked immunosorbent assay.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2093331,Tumor necrosis factor,IL-1 beta,"Tumor necrosis factor (TNF-alpha) and interleukin-1 (IL-1 beta) are cytokines primarily produced by monocytes/macrophages when stimulated by endotoxin, complement-derived anaphylatoxins and the specific antigen.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2093331,Tumor necrosis factor,complement-derived anaphylatoxins,"Tumor necrosis factor (TNF-alpha) and interleukin-1 (IL-1 beta) are cytokines primarily produced by monocytes/macrophages when stimulated by endotoxin, complement-derived anaphylatoxins and the specific antigen.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2093331,Tumor necrosis factor,cytokines,"Tumor necrosis factor (TNF-alpha) and interleukin-1 (IL-1 beta) are cytokines primarily produced by monocytes/macrophages when stimulated by endotoxin, complement-derived anaphylatoxins and the specific antigen.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2102812,Interleukin-4,IL-2,Interleukin-4 (IL-4) counteracts a number of the direct effects of interleukin-2 (IL-2) on B-cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2102812,Interleukin-4,interleukin-2,Interleukin-4 (IL-4) counteracts a number of the direct effects of interleukin-2 (IL-2) on B-cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2104745,Tumor necrosis factor,monocyte/macrophage-derived cytokine,Tumor necrosis factor alpha (TNF-alpha)/cachectin is a monocyte/macrophage-derived cytokine implicated as a proximal mediator of many of the catastrophic host responses to infection or endotoxin.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2107099,Tumor necrosis factor,17 kDa cytokine,"Tumor necrosis factor (TNF-alpha), a 17 kDa cytokine, is a product of activated macrophages which was recently shown to be produced by rat and bovine granulosa cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2108622,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF) is a cytokine that mediates many of the metabolic responses after endotoxemia, septicemia, and tissue injury.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2116001,Tumor necrosis factor,82-kDa specific protein kinase C substrate,Tumor necrosis factor alpha (TNF-alpha) and bacterial lipopolysaccharide (LPS) induce the synthesis and cotranslational myristoylation of an 82-kDa specific protein kinase C substrate in human neutrophils.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2121330,Tumor necrosis factor,cell surface receptor,"Tumor necrosis factor (TNF) acts via a cell surface receptor to induce a variety of cellular events including cytolysis, differentiation, and mitogenesis.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2133280,Tumor necrosis factor,IL-1,"Tumor necrosis factor (TNF alpha and TNF beta) and interleukin-1 (IL-1) are mediators of immunity and inflammation that induce different, but partially overlapping responses in human endothelial cells (HEC).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2133280,Tumor necrosis factor,TNF alpha,"Tumor necrosis factor (TNF alpha and TNF beta) and interleukin-1 (IL-1) are mediators of immunity and inflammation that induce different, but partially overlapping responses in human endothelial cells (HEC).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2133280,Tumor necrosis factor,TNF beta,"Tumor necrosis factor (TNF alpha and TNF beta) and interleukin-1 (IL-1) are mediators of immunity and inflammation that induce different, but partially overlapping responses in human endothelial cells (HEC).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2133280,Tumor necrosis factor,interleukin-1,"Tumor necrosis factor (TNF alpha and TNF beta) and interleukin-1 (IL-1) are mediators of immunity and inflammation that induce different, but partially overlapping responses in human endothelial cells (HEC).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2139081,Interleukin-4,lymphokine,"Interleukin-4 (IL-4) is a lymphokine produced by activated T helper cells with effects on T cells, B cells, monocytes and mast cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2151026,Interleukin-4,multifunctional lymphokine,Interleukin-4 (IL-4) is a multifunctional lymphokine which promotes the growth and/or maturation of multiple cell types.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2157982,Interleukin-2,Tac-chain component,"Interleukin-2 is a major growth factor for activated T lymphocytes, and antibodies reacting with the Tac-chain component of the interleukin-2 receptor can prevent allograft rejection in animals.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2157982,Interleukin-2,antibodies,"Interleukin-2 is a major growth factor for activated T lymphocytes, and antibodies reacting with the Tac-chain component of the interleukin-2 receptor can prevent allograft rejection in animals.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2157982,Interleukin-2,interleukin-2 receptor,"Interleukin-2 is a major growth factor for activated T lymphocytes, and antibodies reacting with the Tac-chain component of the interleukin-2 receptor can prevent allograft rejection in animals.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2157982,Interleukin-2,major growth factor,"Interleukin-2 is a major growth factor for activated T lymphocytes, and antibodies reacting with the Tac-chain component of the interleukin-2 receptor can prevent allograft rejection in animals.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2160731,Tumor necrosis factor,TNF-beta,"Tumor necrosis factor alpha and beta (TNF-alpha and TNF-beta) bind surface receptors on a variety of cell types to mediate a wide range of immunological responses, inflammatory reactions, and anti-tumor effects.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2160731,Tumor necrosis factor,surface receptors,"Tumor necrosis factor alpha and beta (TNF-alpha and TNF-beta) bind surface receptors on a variety of cell types to mediate a wide range of immunological responses, inflammatory reactions, and anti-tumor effects.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2163305,Tumor necrosis factor,TNF alpha,"Tumor necrosis factor alpha (TNF alpha), a monokine produced by activated macrophages and monocytes, may be an essential mediator of the pathogenesis and of the hormonal response to endotoxic shock.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2163305,Tumor necrosis factor,monokine,"Tumor necrosis factor alpha (TNF alpha), a monokine produced by activated macrophages and monocytes, may be an essential mediator of the pathogenesis and of the hormonal response to endotoxic shock.",Association,Association,Association,Association,ENCODER_ENSEMBLE
2163322,Interleukin-6,inflammatory cytokine,Interleukin-6 (IL-6) is an inflammatory cytokine that is produced by a variety of cells and tissues.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2165070,Granulocyte-macrophage colony-stimulating factor,affinity surface membrane receptors,Granulocyte-macrophage colony-stimulating factor (GM-CSF) activates a broad range of myeloid cells through binding to high affinity surface membrane receptors.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2166946,Tumor necrosis factor,68-kDa glycoprotein,Tumor necrosis factor (TNF) receptor (TNFR) was isolated as a 68-kDa glycoprotein from UC/HeLa 2-5 cells developed from a parental B-cell line (UC cells) to overexpress the receptor.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2166946,Tumor necrosis factor,TNFR,Tumor necrosis factor (TNF) receptor (TNFR) was isolated as a 68-kDa glycoprotein from UC/HeLa 2-5 cells developed from a parental B-cell line (UC cells) to overexpress the receptor.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2173717,Tumor necrosis factor,pleiotropic mediator,Tumor necrosis factor (TNF) is a pleiotropic mediator of inflammatory responses.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2182048,Interleukin-1 beta,MEAE-IL-1 beta,Interleukin-1 beta (IL-1 beta) and N-terminally extended Met-Glu-Ala-Glu-IL-1 beta (MEAE-IL-1 beta) were cloned and expressed in E. coli.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2182048,Interleukin-1 beta,N-terminally,Interleukin-1 beta (IL-1 beta) and N-terminally extended Met-Glu-Ala-Glu-IL-1 beta (MEAE-IL-1 beta) were cloned and expressed in E. coli.,Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
