PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation
10800160,Hepatocyte growth factor,stem cell factor,"Hepatocyte growth factor (HGF) is known to augment the effects of stem cell factor, interleukin-3, granulocyte-macrophage colony-stimulating factor (GM-CSF), erythropoetin, and granulocyte colony-stimulating factor, all of which are involved in hematopoiesis.",Association,Positive_regulation,NO_RELATION
10800160,Hepatocyte growth factor,interleukin-3,"Hepatocyte growth factor (HGF) is known to augment the effects of stem cell factor, interleukin-3, granulocyte-macrophage colony-stimulating factor (GM-CSF), erythropoetin, and granulocyte colony-stimulating factor, all of which are involved in hematopoiesis.",Association,Positive_regulation,NO_RELATION
10800160,Hepatocyte growth factor,granulocyte-macrophage colony-stimulating factor,"Hepatocyte growth factor (HGF) is known to augment the effects of stem cell factor, interleukin-3, granulocyte-macrophage colony-stimulating factor (GM-CSF), erythropoetin, and granulocyte colony-stimulating factor, all of which are involved in hematopoiesis.",Association,Positive_regulation,NO_RELATION
10800160,Hepatocyte growth factor,GM-CSF,"Hepatocyte growth factor (HGF) is known to augment the effects of stem cell factor, interleukin-3, granulocyte-macrophage colony-stimulating factor (GM-CSF), erythropoetin, and granulocyte colony-stimulating factor, all of which are involved in hematopoiesis.",Association,Positive_regulation,NO_RELATION
10800160,Hepatocyte growth factor,granulocyte colony-stimulating factor,"Hepatocyte growth factor (HGF) is known to augment the effects of stem cell factor, interleukin-3, granulocyte-macrophage colony-stimulating factor (GM-CSF), erythropoetin, and granulocyte colony-stimulating factor, all of which are involved in hematopoiesis.",Association,Positive_regulation,NO_RELATION
10801287,Tumor necrosis factor,Fas ligand,Tumor necrosis factor (TNF)-alpha and Fas ligand (FasL) are trimeric proteins that induce apoptosis through similar caspase-dependent pathways.,Association,NO_RELATION,NO_RELATION
10801287,Tumor necrosis factor,FasL,Tumor necrosis factor (TNF)-alpha and Fas ligand (FasL) are trimeric proteins that induce apoptosis through similar caspase-dependent pathways.,Association,NO_RELATION,NO_RELATION
10801287,Tumor necrosis factor,trimeric proteins,Tumor necrosis factor (TNF)-alpha and Fas ligand (FasL) are trimeric proteins that induce apoptosis through similar caspase-dependent pathways.,Association,Association,NO_RELATION
10802028,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) appears to take part in the pathogenesis of multiple sclerosis and to contribute to the degeneration of oligodendrocytes as well as neurons.,Association,Association,NO_RELATION
10807822,Tumor necrosis factor,proinflammatory cytokine,Tumor necrosis factor (TNF) is a potent proinflammatory cytokine with increased levels in the sputum of COPD subjects.,Association,Association,Association
10810432,Hepatocyte growth factor,stromal cell-derived cytokine,Hepatocyte growth factor (HGF) is a stromal cell-derived cytokine that can stimulate invasion and metastasis of carcinoma cells.,Association,Association,NO_RELATION
10816515,Interleukin-10,IL-12,Interleukin-10 (IL-10) and IL-12 are two cytokines secreted by monocytes/macrophages in response to bacterial products which have largely opposite effects on the immune system.,Association,Association,NO_RELATION
10816515,Interleukin-10,cytokines,Interleukin-10 (IL-10) and IL-12 are two cytokines secreted by monocytes/macrophages in response to bacterial products which have largely opposite effects on the immune system.,Association,Association,NO_RELATION
10816515,Interleukin-10,bacterial products,Interleukin-10 (IL-10) and IL-12 are two cytokines secreted by monocytes/macrophages in response to bacterial products which have largely opposite effects on the immune system.,Association,Association,NO_RELATION
10817564,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) increases the survival and proliferation of human rheumatoid arthritis (RA) cell lines.,Association,Association,NO_RELATION
10824123,Hepatocyte growth factor,HAI-1,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) are recently discovered Kunitz-type serine protease inhibitors which can be purified and cloned from human stomach cancer cell line MKN45 as specific inhibitors against hepatocyte growth factor activator (HGFA).,Association,Association,NO_RELATION
10824123,Hepatocyte growth factor,HAI-2,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) are recently discovered Kunitz-type serine protease inhibitors which can be purified and cloned from human stomach cancer cell line MKN45 as specific inhibitors against hepatocyte growth factor activator (HGFA).,Association,Association,NO_RELATION
10824123,Hepatocyte growth factor,Kunitz-type serine protease,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) are recently discovered Kunitz-type serine protease inhibitors which can be purified and cloned from human stomach cancer cell line MKN45 as specific inhibitors against hepatocyte growth factor activator (HGFA).,Association,Negative_regulation,NO_RELATION
10824123,Hepatocyte growth factor,hepatocyte growth factor activator,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) are recently discovered Kunitz-type serine protease inhibitors which can be purified and cloned from human stomach cancer cell line MKN45 as specific inhibitors against hepatocyte growth factor activator (HGFA).,Association,Negative_regulation,NO_RELATION
10824123,Hepatocyte growth factor,HGFA,Hepatocyte growth factor activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) are recently discovered Kunitz-type serine protease inhibitors which can be purified and cloned from human stomach cancer cell line MKN45 as specific inhibitors against hepatocyte growth factor activator (HGFA).,Association,Association,NO_RELATION
10825200,Interleukin-2,tyrosine kinases,"Interleukin-2 (IL-2) activates several different families of tyrosine kinases, but precisely how these kinases interact is not completely understood.",Association,NO_RELATION,NO_RELATION
10843754,Interleukin-4,IL-2 receptor complex,Interleukin-4 (IL-4) regulates the expression of the 55-kDa alpha-subunit (CD25) of the IL-2 receptor complex in human B lymphocytes.,Association,Association,NO_RELATION
10845613,Hepatocyte growth factor,scatter factor,"Hepatocyte growth factor (HGF), also called scatter factor, stimulates growth and motility in nonocular endothelial cells and smooth muscle cells through its receptor c-Met.",Association,Association,NO_RELATION
10845903,Granulocyte colony-stimulating factor,glycoprotein,"Granulocyte colony-stimulating factor (G-CSF) is a glycoprotein believed to play an important role in regulating granulopoiesis both at steady state and during an ""emergency"" situation.",Association,Association,NO_RELATION
10845935,Hepatocyte growth factor,pluripotent cytokine,"Hepatocyte growth factor (HGF) is a pluripotent cytokine with mitogenic, motogenic, and morphogenic activity for mainly epithelial and endothelial target cells.",Association,Association,NO_RELATION
10846182,Stromal cell-derived factor 1,receptor CXCR4,"Stromal cell-derived factor 1 (SDF-1), a member of the CXC chemokine family, is the only chemokine to bind to the receptor CXCR4.",Association,Association,NO_RELATION
10846861,Granulocyte-macrophage colony-stimulating factor,haemopoietic growth factors,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), one of the haemopoietic growth factors, has rarely been detected in human serum.",Association,NO_RELATION,NO_RELATION
10850341,Interleukin-6,proinflammatory cytokines,"The serum levels of proinflammatory cytokines (Tumor Necrosis Factor, Interleukin-1, Interleukin-6) in B-cell Chronic Lymphocytic Leukemia (CLL), and secretion of these cytokines by monocytes from CLL patients has been studied in 27 CLL patients and 20 normal subjects under unstimulated and stimulated conditions.",Association,Association,Association
10850341,Interleukin-6,Tumor Necrosis Factor,"The serum levels of proinflammatory cytokines (Tumor Necrosis Factor, Interleukin-1, Interleukin-6) in B-cell Chronic Lymphocytic Leukemia (CLL), and secretion of these cytokines by monocytes from CLL patients has been studied in 27 CLL patients and 20 normal subjects under unstimulated and stimulated conditions.",Association,Association,Association
10850341,Interleukin-6,Interleukin-1,"The serum levels of proinflammatory cytokines (Tumor Necrosis Factor, Interleukin-1, Interleukin-6) in B-cell Chronic Lymphocytic Leukemia (CLL), and secretion of these cytokines by monocytes from CLL patients has been studied in 27 CLL patients and 20 normal subjects under unstimulated and stimulated conditions.",Association,Association,Association
10850341,Interleukin-6,cytokines,"The serum levels of proinflammatory cytokines (Tumor Necrosis Factor, Interleukin-1, Interleukin-6) in B-cell Chronic Lymphocytic Leukemia (CLL), and secretion of these cytokines by monocytes from CLL patients has been studied in 27 CLL patients and 20 normal subjects under unstimulated and stimulated conditions.",Association,Association,Association
10860854,Tumor necrosis factor,TRAFs,Tumor necrosis factor (TNF) receptor-associated factors (TRAFs) are involved in signaling pathways triggered by members of the TNF receptor (TNFR) family and other cell surface proteins.,Association,NO_RELATION,NO_RELATION
10860854,Tumor necrosis factor,TNF receptor (TNFR) family,Tumor necrosis factor (TNF) receptor-associated factors (TRAFs) are involved in signaling pathways triggered by members of the TNF receptor (TNFR) family and other cell surface proteins.,Association,Association,NO_RELATION
10860854,Tumor necrosis factor,cell surface proteins,Tumor necrosis factor (TNF) receptor-associated factors (TRAFs) are involved in signaling pathways triggered by members of the TNF receptor (TNFR) family and other cell surface proteins.,Association,NO_RELATION,NO_RELATION
10865082,Interleukin-10,tumor necrosis factor,Interleukin-10 (IL-10) inhibits tumor necrosis factor (TNF) production.,Association,Association,NO_RELATION
10865082,Interleukin-10,TNF,Interleukin-10 (IL-10) inhibits tumor necrosis factor (TNF) production.,Association,Association,NO_RELATION
10884338,Granulocyte-macrophage colony-stimulating factor,hematopoietic cytokine,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a hematopoietic cytokine that may affect various functions of the CNS because the molecule and its receptors are expressed in the brain.,Association,Association,NO_RELATION
10886590,Interleukin-6,cell-surface receptor,Interleukin-6 (IL-6) exerts its actions through a cell-surface receptor system that consists of two transmembrane subunits: the IL-6 binding glycoprotein gp 80 (IL-6R) and the signal-transducing component (gp 130).,Association,Association,NO_RELATION
10886590,Interleukin-6,IL-6 binding glycoprotein gp 80,Interleukin-6 (IL-6) exerts its actions through a cell-surface receptor system that consists of two transmembrane subunits: the IL-6 binding glycoprotein gp 80 (IL-6R) and the signal-transducing component (gp 130).,Association,Association,NO_RELATION
10886590,Interleukin-6,IL-6R,Interleukin-6 (IL-6) exerts its actions through a cell-surface receptor system that consists of two transmembrane subunits: the IL-6 binding glycoprotein gp 80 (IL-6R) and the signal-transducing component (gp 130).,Association,Association,NO_RELATION
10886590,Interleukin-6,signal-transducing component,Interleukin-6 (IL-6) exerts its actions through a cell-surface receptor system that consists of two transmembrane subunits: the IL-6 binding glycoprotein gp 80 (IL-6R) and the signal-transducing component (gp 130).,Association,NO_RELATION,NO_RELATION
10890565,Interleukin-6,tumor necrosis factor,Interleukin-6 (IL-6) and tumor necrosis factor (TNF) are secreted and/or synthesized by the rat and human adrenal cortex.,Association,Association,NO_RELATION
10890565,Interleukin-6,TNF,Interleukin-6 (IL-6) and tumor necrosis factor (TNF) are secreted and/or synthesized by the rat and human adrenal cortex.,Association,Association,NO_RELATION
10891891,Tumor necrosis factor,TNF alpha,Tumor necrosis factor alpha (TNF alpha) is a pleiotropic cytokine that is constitutively produced by leukemic cells in B Chronic Lymphocytic Leukemia (B-CLL).,Association,Association,NO_RELATION
10891891,Tumor necrosis factor,pleiotropic cytokine,Tumor necrosis factor alpha (TNF alpha) is a pleiotropic cytokine that is constitutively produced by leukemic cells in B Chronic Lymphocytic Leukemia (B-CLL).,Association,Association,NO_RELATION
10896658,Hepatocyte growth factor,c-Met receptor tyrosine kinase,Hepatocyte growth factor (HGF) elicits pleiotropic effects on various types of cells through the c-Met receptor tyrosine kinase.,Association,Association,NO_RELATION
10899844,Tumor necrosis factor,type I TNF receptor,"Tumor necrosis factor (TNF) and the type I TNF receptor (TNFRI), p55, are critical for resistance against primary infections with the intracellular bacterial pathogen Listeria monocytogenes.",Association,NO_RELATION,NO_RELATION
10899844,Tumor necrosis factor,TNFRI,"Tumor necrosis factor (TNF) and the type I TNF receptor (TNFRI), p55, are critical for resistance against primary infections with the intracellular bacterial pathogen Listeria monocytogenes.",Association,NO_RELATION,NO_RELATION
10899844,Tumor necrosis factor,p55,"Tumor necrosis factor (TNF) and the type I TNF receptor (TNFRI), p55, are critical for resistance against primary infections with the intracellular bacterial pathogen Listeria monocytogenes.",Association,NO_RELATION,NO_RELATION
10903794,Interleukin-10,cytokine,Interleukin-10 (IL-10) is a cytokine that is currently regarded as a potential therapy for inflammatory diseases involving T helper 1-type responses because of its ability to downregulate several major functions of Th1 cells and macrophages.,Negative_regulation,Association,NO_RELATION
10905468,Tumor necrosis factor,neutralizing antibodies,Tumor necrosis factor alpha (TNF) injected into the sciatic nerve and neutralizing antibodies to its receptor injected around the nerve are respectively associated with inducing and blocking pain behavior beginning 1 to 3 days post-injection.,Positive_regulation,NO_RELATION,Positive_regulation
10913145,Tumor necrosis factor,caspase,Tumor necrosis factor (TNF)-induced cell death in the fibrosarcoma cell line L929 occurs independently of caspase activation and cytochrome c release.,Association,Association,NO_RELATION
10913145,Tumor necrosis factor,cytochrome c,Tumor necrosis factor (TNF)-induced cell death in the fibrosarcoma cell line L929 occurs independently of caspase activation and cytochrome c release.,Association,Association,NO_RELATION
10921242,Tumor necrosis factor,interleukin-1,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,IL-1,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,pleiotropic cytokines,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,transcription factors,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,Activator Protein-1,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,AP-1,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,Nuclear Factor-kappa B,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10921242,Tumor necrosis factor,NF-kappa B,"Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are pleiotropic cytokines that activate two transcription factors, Activator Protein-1 (AP-1) and Nuclear Factor-kappa B (NF-kappa B).",Association,Association,NO_RELATION
10922995,Interleukin-4,IL-12,"Interleukin-4 (IL-4) treatment after lipopolysaccharide (LPS) induction inhibits macrophage (Mphi) IL-12 synthesis; however, IL-4 pretreatment (PreTx) primes the Mphi for increased LPS-induced IL-12 production.",Association,Positive_regulation,NO_RELATION
10924353,Hepatocyte growth factor,scatter factor,"Hepatocyte growth factor (HGF), also known as scatter factor (SF), plays an important role in cell:cell adhesion, cell proliferation, motility, and invasiveness of epithelial cells and tumor cells.",Association,Association,NO_RELATION
10926116,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a cytokine that is produced by immune cells in response to bacterial and viral stimuli and plays important roles in various inflammatory diseases.,Association,Association,NO_RELATION
10933080,Interferon gamma,T-helper cell (Th)-1-type cytokine,Interferon gamma is a T-helper cell (Th)-1-type cytokine that has been suggested to inhibit the development of an atopic Th2-type profile of cytokine expression.,Association,Association,NO_RELATION
10933080,Interferon gamma,cytokine,Interferon gamma is a T-helper cell (Th)-1-type cytokine that has been suggested to inhibit the development of an atopic Th2-type profile of cytokine expression.,Association,Association,NO_RELATION
10933533,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine which interacts with the specific IL-6 receptor at the surface of the T lymphocytes.,Association,Association,NO_RELATION
10933533,Interleukin-6,IL-6 receptor,Interleukin-6 (IL-6) is a pleiotropic cytokine which interacts with the specific IL-6 receptor at the surface of the T lymphocytes.,Association,Association,NO_RELATION
10934110,Hepatocyte growth factor,pulmotrophic factor,Hepatocyte growth factor (HGF) has recently been noted to function as a pulmotrophic factor for lung regeneration.,Association,Association,NO_RELATION
10935508,Hepatocyte growth factor,multifunctional cytokine,"Hepatocyte growth factor (HGF) is a multifunctional cytokine with effects on the proliferation, motility, and differentiation of cells that express its receptor Met.",Association,Association,NO_RELATION
10935508,Hepatocyte growth factor,receptor Met,"Hepatocyte growth factor (HGF) is a multifunctional cytokine with effects on the proliferation, motility, and differentiation of cells that express its receptor Met.",Association,Association,NO_RELATION
10944951,Eotaxin,chemokines,Eotaxin belongs to CC class of chemokines and is a potent eosinophil chamoattractant.,Association,Association,NO_RELATION
10949402,Granulocyte-macrophage colony-stimulating factor,cytokine,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a cytokine that stimulates the proliferation and differentiation of bone marrow progenitors.,Association,Positive_regulation,NO_RELATION
10950124,Interleukin-4,pleiotropic cytokine,Interleukin-4 (IL-4) is a pleiotropic cytokine that is able to activate connective tissue cells and stimulate the accumulation of extracellular matrix macromolecules.,Association,Association,NO_RELATION
10953977,Tumor necrosis factor,Fas ligand,Tumor necrosis factor (TNF) and Fas ligand (FasL) have been implicated in the pathogenesis of graft-versus-host disease (GVHD).,Association,Association,NO_RELATION
10953977,Tumor necrosis factor,FasL,Tumor necrosis factor (TNF) and Fas ligand (FasL) have been implicated in the pathogenesis of graft-versus-host disease (GVHD).,Association,Association,NO_RELATION
10954020,Tumor necrosis factor,multifunctional cytokine,Tumor necrosis factor alpha (TNF-alpha) is a multifunctional cytokine constitutively produced by adipose tissue that may mediate insulin resistance.,Association,Association,NO_RELATION
10954916,Tumor necrosis factor,multipotential cytokine,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,nuclear factor-kappa B,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,NF-kappaB,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,activation protein 1,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,AP-1,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,mitogen-activated protein kinase,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,MAPK,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,Association,NO_RELATION
10954916,Tumor necrosis factor,c-Jun N-terminal kinase,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,NO_RELATION,NO_RELATION
10954916,Tumor necrosis factor,JNK,"Tumor necrosis factor (TNF) is a multipotential cytokine that induces apoptosis and activates nuclear factor-kappa B (NF-kappaB), activation protein 1 (AP-1), mitogen-activated protein kinase (MAPK), and c-Jun N-terminal kinase (JNK).",Association,NO_RELATION,NO_RELATION
10958661,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) (Apo2 ligand [Apo2L]) is a member of the TNF superfamily and has been shown to have selective antitumor activity.,Association,Association,NO_RELATION
10958661,Tumor necrosis factor,Apo2 ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) (Apo2 ligand [Apo2L]) is a member of the TNF superfamily and has been shown to have selective antitumor activity.,Association,Association,NO_RELATION
10958661,Tumor necrosis factor,TNF superfamily,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) (Apo2 ligand [Apo2L]) is a member of the TNF superfamily and has been shown to have selective antitumor activity.,Association,Association,NO_RELATION
10962563,Hepatocyte growth factor,c-Met receptor tyrosine kinase,Hepatocyte growth factor triggers a complex biological program leading to invasive cell growth by activating the c-Met receptor tyrosine kinase.,Association,Association,NO_RELATION
10965233,Interleukin-2,cytokines,"Interleukin-2 (IL-2), together with other cytokines, may be involved in communication between the immune system and the CNS.",Association,Association,NO_RELATION
10968249,Interleukin-2,CD3,"Interleukin-2 production may be one of the underlying causes of Wiskott-Aldrich syndrome immunodeficiency and recombinant interleukin-2 administration (or an infusion of T-cells expanded by CD3 stimulation and rIL-2) is able, to some extent, to restore defective T-cell function.",Association,Association,Association
10974781,Tumor necrosis factor,proinflammatory cytokines,Tumor necrosis factor alpha (TNF-alpha) is a protein of a cellular origin belonging to a group of proinflammatory cytokines.,Association,Association,NO_RELATION
10984304,Hepatocyte growth factor,cytokine,"Hepatocyte growth factor (HGF), a cytokine which is generally produced by mesenchymal cells, has mitogenic, motogenic and morphogenic activities in epithelial cells and it also has tumor-suppressing activities.",Association,Association,NO_RELATION
10984520,Tumor necrosis factor,activation-induced cytokine,"Tumor necrosis factor-related, activation-induced cytokine (TRANCE), a tumor necrosis factor family member, mediates survival of dendritic cells in the immune system and is required for osteoclast differentiation and activation in the skeleton.",Association,Association,NO_RELATION
10984520,Tumor necrosis factor,TRANCE,"Tumor necrosis factor-related, activation-induced cytokine (TRANCE), a tumor necrosis factor family member, mediates survival of dendritic cells in the immune system and is required for osteoclast differentiation and activation in the skeleton.",Association,Association,NO_RELATION
10984520,Tumor necrosis factor,tumor necrosis factor family member,"Tumor necrosis factor-related, activation-induced cytokine (TRANCE), a tumor necrosis factor family member, mediates survival of dendritic cells in the immune system and is required for osteoclast differentiation and activation in the skeleton.",Association,Association,NO_RELATION
10984535,Tumor necrosis factor,TNFR,Tumor necrosis factor receptors (TNFR) are single transmembrane-spanning glycoproteins that bind cytokines and trigger multiple signal transduction pathways.,Association,NO_RELATION,NO_RELATION
10984535,Tumor necrosis factor,transmembrane-spanning glycoproteins,Tumor necrosis factor receptors (TNFR) are single transmembrane-spanning glycoproteins that bind cytokines and trigger multiple signal transduction pathways.,Association,NO_RELATION,NO_RELATION
10984535,Tumor necrosis factor,cytokines,Tumor necrosis factor receptors (TNFR) are single transmembrane-spanning glycoproteins that bind cytokines and trigger multiple signal transduction pathways.,Association,Association,NO_RELATION
10986122,Interleukin-2,Itk,"Interleukin-2 tyrosine kinase (Itk), is a T-cell specific tyrosine kinase of the Tec family.",Association,NO_RELATION,NO_RELATION
10986122,Interleukin-2,tyrosine kinase,"Interleukin-2 tyrosine kinase (Itk), is a T-cell specific tyrosine kinase of the Tec family.",Association,NO_RELATION,NO_RELATION
10986700,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a central cytokine in the pathogenesis of septic shock and other inflammatory states.,Association,Association,Association
10988295,Tumor necrosis factor,p55 tumor necrosis factor receptor,Tumor necrosis factor (TNF) induces a typical apoptotic cell death program in various cell lines by interacting with the p55 tumor necrosis factor receptor (TNF-R55).,Association,NO_RELATION,NO_RELATION
10988295,Tumor necrosis factor,TNF-R55,Tumor necrosis factor (TNF) induces a typical apoptotic cell death program in various cell lines by interacting with the p55 tumor necrosis factor receptor (TNF-R55).,Association,NO_RELATION,NO_RELATION
10993289,Interleukin-6,pleiotropic cytokine,Interleukin-6 (IL-6) is a pleiotropic cytokine that acts on a wide variety of cell types.,Association,Association,NO_RELATION
10996021,Interleukin-18,proinflammatory cytokine,Interleukin-18 (IL-18) is a novel proinflammatory cytokine.,Association,Association,NO_RELATION
10996844,Interleukin-6,cytokines,"Interleukin-6 (IL-6)-type cytokines stimulate osteoclast formation by activating the glycoprotein 130 (gp130) receptor subunit on stromal/osteoblastic cells, which in turn leads to signal transducer and activator of transcription 3 (STAT3)-mediated expression of receptor activator of NF-kappaB ligand (RANKL).",Association,Association,NO_RELATION
10996844,Interleukin-6,signal transducer and activator of transcription 3,"Interleukin-6 (IL-6)-type cytokines stimulate osteoclast formation by activating the glycoprotein 130 (gp130) receptor subunit on stromal/osteoblastic cells, which in turn leads to signal transducer and activator of transcription 3 (STAT3)-mediated expression of receptor activator of NF-kappaB ligand (RANKL).",Association,Association,NO_RELATION
11005254,Tumor necrosis factor,TNFalpha,Tumor necrosis factor alpha (TNFalpha) has been shown to trigger many signaling pathways.,Association,Association,NO_RELATION
11005614,Tumor necrosis factor,TNFRI,"Tumor necrosis factor alpha (TNF-alpha) and its receptors (TNFRI and TNFRII) which exist in soluble form as a product of cleavage of the extracellular domain of membrane integrated receptors, still rise debate about their importance.",Association,NO_RELATION,NO_RELATION
11005614,Tumor necrosis factor,TNFRII,"Tumor necrosis factor alpha (TNF-alpha) and its receptors (TNFRI and TNFRII) which exist in soluble form as a product of cleavage of the extracellular domain of membrane integrated receptors, still rise debate about their importance.",Association,NO_RELATION,NO_RELATION
11005614,Tumor necrosis factor,extracellular domain,"Tumor necrosis factor alpha (TNF-alpha) and its receptors (TNFRI and TNFRII) which exist in soluble form as a product of cleavage of the extracellular domain of membrane integrated receptors, still rise debate about their importance.",Association,Association,NO_RELATION
11005614,Tumor necrosis factor,membrane integrated receptors,"Tumor necrosis factor alpha (TNF-alpha) and its receptors (TNFRI and TNFRII) which exist in soluble form as a product of cleavage of the extracellular domain of membrane integrated receptors, still rise debate about their importance.",Association,Association,NO_RELATION
11006436,Interleukin-6,cytokine,"Interleukin-6 (IL-6) is synthesized and released in response to the cytokine inducer lipopolysaccharide (LPS) and IL-1, and acts as an endogenous pyrogen.",Association,Association,NO_RELATION
11006436,Interleukin-6,IL-1,"Interleukin-6 (IL-6) is synthesized and released in response to the cytokine inducer lipopolysaccharide (LPS) and IL-1, and acts as an endogenous pyrogen.",Association,Positive_regulation,NO_RELATION
11007755,Tumor necrosis factor,TNFR1,"Tumor necrosis factor receptor-1 (TNFR1, CD120a) has been implicated in the pathogenesis of several experimental models of T cell-mediated autoimmune disorders, but its role in antibody-mediated autoimmune diseases has not been addressed.",Association,NO_RELATION,NO_RELATION
11007755,Tumor necrosis factor,CD120a,"Tumor necrosis factor receptor-1 (TNFR1, CD120a) has been implicated in the pathogenesis of several experimental models of T cell-mediated autoimmune disorders, but its role in antibody-mediated autoimmune diseases has not been addressed.",Association,NO_RELATION,NO_RELATION
11013244,Hepatocyte growth factor,HGFA,Hepatocyte growth factor activator (HGFA) is responsible for proteolytic activation of the precursor form of hepatocyte growth factor in injured tissues.,Association,Association,NO_RELATION
11020049,Interleukin-10,anti-inflammatory cytokine,Interleukin-10 (IL-10) is an anti-inflammatory cytokine that has been shown to alter HLA expression in some hemopoietic cells.,Association,Association,NO_RELATION
11025249,Interleukin-6,cytokine,Background: Interleukin-6 (IL-6) is a key cytokine in the initiation of the acute-phase reaction that accompanies myocardial infarction.,Association,Association,NO_RELATION
